,NTNB 0.5y,NTNB 1y,NTNB 1.5y,NTNB 2y,NTNB 3y,NTNB 4y,NTNB 5y,NTNB 6y,NTNB 7y,NTNB 8y,NTNB 9y,NTNB 10y,NTNB 15y,NTNB 20y,NTNB 25y
2006-01-23 00:00:00,101.71428701533254,101.71428701533254,101.86078501808883,102.23671511121024,102.9885752974531,103.05288873925443,103.05288873925443,103.05288873925443,103.05288873925443,103.05288873925443,103.05288873925443,103.05288873925443,103.05288873925443,103.05288873925443,103.05288873925443
2006-01-24 00:00:00,101.77945560547101,101.77945560547101,101.92531779105911,102.29961630693883,103.0482133386983,103.11224765320999,103.11224765320999,103.11224765320999,103.11224765320999,103.11224765320999,103.11224765320999,103.11224765320999,103.11224765320999,103.11224765320999,103.11224765320999
2006-01-25 00:00:00,101.84143555022482,101.84143555022482,101.98736611069728,102.36184008409978,103.11078803090479,103.1748523623728,103.1748523623728,103.1748523623728,103.1748523623728,103.1748523623728,103.1748523623728,103.1748523623728,103.1748523623728,103.1748523623728,103.1748523623728
2006-01-26 00:00:00,101.9096381827129,101.9096381827129,102.04682877426114,102.39887501984654,103.10296751101738,103.16319494729109,103.16319494729109,103.16319494729109,103.16319494729109,103.16319494729109,103.16319494729109,103.16319494729109,103.16319494729109,103.16319494729109,103.16319494729109
2006-01-27 00:00:00,101.97861112870686,101.97861112870686,102.11332446121109,102.45901378584486,103.1503924351124,103.20953234082351,103.20953234082351,103.20953234082351,103.20953234082351,103.20953234082351,103.20953234082351,103.20953234082351,103.20953234082351,103.20953234082351,103.20953234082351
2006-01-30 00:00:00,102.05955226780034,102.05955226780034,102.19542339662608,102.5440837547946,103.24140447113166,103.30105265589738,103.30105265589738,103.30105265589738,103.30105265589738,103.30105265589738,103.30105265589738,103.30105265589738,103.30105265589738,103.30105265589738,103.30105265589738
2006-01-31 00:00:00,102.12948295561921,102.12948295561921,102.26893801798182,102.62679514636494,103.34250940313123,103.40373095474565,103.40373095474565,103.40373095474565,103.40373095474565,103.40373095474565,103.40373095474565,103.40373095474565,103.40373095474565,103.40373095474565,103.40373095474565
2006-02-01 00:00:00,102.22307209539102,102.22307209539102,102.36109542384187,102.71527856450743,103.42364484583857,103.48423785826563,103.48423785826563,103.48423785826563,103.48423785826563,103.48423785826563,103.48423785826563,103.48423785826563,103.48423785826563,103.48423785826563,103.48423785826563
2006-02-02 00:00:00,102.28791702552773,102.28791702552773,102.42656973042885,102.7823679207409,103.49396430136498,103.55483361357047,103.55483361357047,103.55483361357047,103.55483361357047,103.55483361357047,103.55483361357047,103.55483361357047,103.55483361357047,103.55483361357047,103.55483361357047
2006-02-03 00:00:00,102.35595215450905,102.35595215450905,102.50230441639219,102.8778605222989,103.62897273411231,103.69322219485598,103.69322219485598,103.69322219485598,103.69322219485598,103.69322219485598,103.69322219485598,103.69322219485598,103.69322219485598,103.69322219485598,103.69322219485598
2006-02-06 00:00:00,102.45563700355035,102.45563700355035,102.62334601138053,103.05370589168399,103.91442565229094,103.98805084384111,103.98805084384111,103.98805084384111,103.98805084384111,103.98805084384111,103.98805084384111,103.98805084384111,103.98805084384111,103.98805084384111,103.98805084384111
2006-02-07 00:00:00,102.60549860870844,102.60549860870844,102.78498199230171,103.24555622429457,104.16670468828029,104.24549889658246,104.24549889658246,104.24549889658246,104.24549889658246,104.24549889658246,104.24549889658246,104.24549889658246,104.24549889658246,104.24549889658246,104.24549889658246
2006-02-08 00:00:00,102.69977444531622,102.69977444531622,102.8917887707728,103.38451878682376,104.36997881892569,104.45427418072536,104.45427418072536,104.45427418072536,104.45427418072536,104.45427418072536,104.45427418072536,104.45427418072536,104.45427418072536,104.45427418072536,104.45427418072536
2006-02-09 00:00:00,102.83519961215265,102.83519961215265,103.04812112632968,103.59450130316583,104.68726165683819,104.78073539130988,104.78073539130988,104.78073539130988,104.78073539130988,104.78073539130988,104.78073539130988,104.78073539130988,104.78073539130988,104.78073539130988,104.78073539130988
2006-02-10 00:00:00,102.96155682805899,102.96155682805899,103.20741071977073,103.83829902313695,105.10007562986944,105.20800686209614,105.20800686209614,105.20800686209614,105.20800686209614,105.20800686209614,105.20800686209614,105.20800686209614,105.20800686209614,105.20800686209614,105.20800686209614
2006-02-13 00:00:00,103.13578141302443,103.13578141302443,103.43463421992018,104.20152360688895,105.73530238082648,105.86650043296258,105.86650043296258,105.86650043296258,105.86650043296258,105.86650043296258,105.86650043296258,105.86650043296258,105.86650043296258,105.86650043296258,105.86650043296258
2006-02-14 00:00:00,103.23774390450718,103.23774390450718,103.53945359561455,104.31367406374136,105.86211499999499,105.99456724026348,105.99456724026348,105.99456724026348,105.99456724026348,105.99456724026348,105.99456724026348,105.99456724026348,105.99456724026348,105.99456724026348,105.99456724026348
2006-02-15 00:00:00,103.28556338647508,103.28556338647508,103.52064985332507,104.12390775248917,105.33042355081741,105.43362782336432,105.43362782336432,105.43362782336432,105.43362782336432,105.43362782336432,105.43362782336432,105.43362782336432,105.43362782336432,105.43362782336432,105.43362782336432
2006-02-16 00:00:00,103.35567623435755,103.35567623435755,103.60281663901428,104.23700627702067,105.50538555303345,105.61388157163167,105.61388157163167,105.61388157163167,105.61388157163167,105.61388157163167,105.61388157163167,105.61388157163167,105.61388157163167,105.61388157163167,105.61388157163167
2006-02-17 00:00:00,103.46082156263564,103.46082156263564,103.74495625552068,104.4740773325704,105.93231948666985,106.0570562045144,106.0570562045144,106.0570562045144,106.0570562045144,106.0570562045144,106.0570562045144,106.0570562045144,106.0570562045144,106.0570562045144,106.0570562045144
2006-02-20 00:00:00,103.55234007538866,103.55234007538866,103.86014432014497,104.65000408763208,106.22972362260634,106.36485140598144,106.36485140598144,106.36485140598144,106.36485140598144,106.36485140598144,106.36485140598144,106.36485140598144,106.36485140598144,106.36485140598144,106.36485140598144
2006-02-21 00:00:00,103.63212111761435,103.63212111761435,103.92523858226369,104.67741044609758,106.18175417376537,106.31043437860775,106.31043437860775,106.31043437860775,106.31043437860775,106.31043437860775,106.31043437860775,106.31043437860775,106.31043437860775,106.31043437860775,106.31043437860775
2006-02-22 00:00:00,103.6897627890849,103.6897627890849,103.984790356034,104.74186375382673,106.25601054941217,106.38552929983727,106.38552929983727,106.38552929983727,106.38552929983727,106.38552929983727,106.38552929983727,106.38552929983727,106.38552929983727,106.38552929983727,106.38552929983727
2006-02-23 00:00:00,103.75638237835066,103.75638237835066,104.06426493136776,104.85432564652113,106.43444707682795,106.5696092379671,106.5696092379671,106.5696092379671,106.5696092379671,106.5696092379671,106.5696092379671,106.5696092379671,106.5696092379671,106.5696092379671,106.5696092379671
2006-02-24 00:00:00,103.84801274021943,103.84801274021943,104.15081351385552,104.92783382053925,106.48187443390671,106.61480566550199,106.61480566550199,106.61480566550199,106.61480566550199,106.61480566550199,106.61480566550199,106.61480566550199,106.61480566550199,106.61480566550199,106.61480566550199
2006-03-01 00:00:00,103.9357414861321,103.9357414861321,104.24809010737391,105.04961124800758,106.65265352927494,106.78977631931994,106.78977631931994,106.78977631931994,106.78977631931994,106.78977631931994,106.78977631931994,106.78977631931994,106.78977631931994,106.78977631931994,106.78977631931994
2006-03-02 00:00:00,104.03041791277963,104.03041791277963,104.37519604550045,105.25993490269555,107.02941261708577,107.18077214387742,107.18077214387742,107.18077214387742,107.18077214387742,107.18077214387742,107.18077214387742,107.18077214387742,107.18077214387742,107.18077214387742,107.18077214387742
2006-03-03 00:00:00,104.12555605473852,104.12555605473852,104.48802144276209,105.41814775513018,107.27840037986634,107.4375247105675,107.4375247105675,107.4375247105675,107.4375247105675,107.4375247105675,107.4375247105675,107.4375247105675,107.4375247105675,107.4375247105675,107.4375247105675
2006-03-06 00:00:00,104.19393564657648,104.19393564657648,104.53066269308307,105.39474157175766,107.12289932910686,107.27072438406316,107.27072438406316,107.27072438406316,107.27072438406316,107.27072438406316,107.27072438406316,107.27072438406316,107.27072438406316,107.27072438406316,107.27072438406316
2006-03-07 00:00:00,104.20896300755162,104.20896300755162,104.4726855974308,105.1494269584474,106.50290968048064,106.6186853710483,106.6186853710483,106.6186853710483,106.6186853710483,106.6186853710483,106.6186853710483,106.6186853710483,106.6186853710483,106.6186853710483,106.6186853710483
2006-03-08 00:00:00,104.24718203953807,104.24718203953807,104.46237001243158,105.01456617324232,106.1189584948638,106.21342721737639,106.21342721737639,106.21342721737639,106.21342721737639,106.21342721737639,106.21342721737639,106.21342721737639,106.21342721737639,106.21342721737639,106.21342721737639
2006-03-09 00:00:00,104.36606562720664,104.36606562720664,104.6048156185801,105.2174745272417,106.44279234456491,106.54760492484841,106.54760492484841,106.54760492484841,106.54760492484841,106.54760492484841,106.54760492484841,106.54760492484841,106.54760492484841,106.54760492484841,106.54760492484841
2006-03-10 00:00:00,104.48669030576114,104.48669030576114,104.7518710042345,105.43235403332355,106.79332009150167,106.90973589988967,106.90973589988967,106.90973589988967,106.90973589988967,106.90973589988967,106.90973589988967,106.90973589988967,106.90973589988967,106.90973589988967,106.90973589988967
2006-03-13 00:00:00,104.58882631196524,104.58882631196524,104.84362028345053,105.49744982122644,106.8051088967783,106.9169648739803,106.9169648739803,106.9169648739803,106.9169648739803,106.9169648739803,106.9169648739803,106.9169648739803,106.9169648739803,106.9169648739803,106.9169648739803
2006-03-14 00:00:00,104.77309435316243,104.77309435316243,105.01090701813014,105.62116064346789,106.84166789414331,106.94606898289717,106.94606898289717,106.94606898289717,106.94606898289717,106.94606898289717,106.94606898289717,106.94606898289717,106.94606898289717,106.94606898289717,106.94606898289717
2006-03-15 00:00:00,104.89567166332193,104.89567166332193,105.17682819404274,105.89830697728185,107.34126454376008,107.46469383177335,107.46469383177335,107.46469383177335,107.46469383177335,107.46469383177335,107.46469383177335,107.46469383177335,107.46469383177335,107.46469383177335,107.46469383177335
2006-03-16 00:00:00,104.95760865153129,104.95760865153129,105.23981768923417,105.96399732190704,107.41235658725276,107.53624793171231,107.53624793171231,107.53624793171231,107.53624793171231,107.53624793171231,107.53624793171231,107.53624793171231,107.53624793171231,107.53624793171231,107.53624793171231
2006-03-17 00:00:00,104.94213970268227,104.94213970268227,105.21148953918073,105.90267103798624,107.28503403559725,107.4032801188743,107.4032801188743,107.4032801188743,107.4032801188743,107.4032801188743,107.4032801188743,107.4032801188743,107.4032801188743,107.4032801188743,107.4032801188743
2006-03-20 00:00:00,104.94876899167086,104.94876899167086,105.19333281411056,105.82091065690774,107.0760663425021,107.18343122710979,107.18343122710979,107.18343122710979,107.18343122710979,107.18343122710979,107.18343122710979,107.18343122710979,107.18343122710979,107.18343122710979,107.18343122710979
2006-03-21 00:00:00,104.93750802809525,104.93750802809525,105.14617250913624,105.68162866767084,106.75254098474001,106.84414585787783,106.84414585787783,106.84414585787783,106.84414585787783,106.84414585787783,106.84414585787783,106.84414585787783,106.84414585787783,106.84414585787783,106.84414585787783
2006-03-22 00:00:00,104.98212326253729,104.98212326253729,105.19145333028062,105.72861745797712,106.80294571337018,106.89484278278945,106.89484278278945,106.89484278278945,106.89484278278945,106.89484278278945,106.89484278278945,106.89484278278945,106.89484278278945,106.89484278278945,106.89484278278945
2006-03-23 00:00:00,105.03545455546178,105.03545455546178,105.22877108053122,105.72484268494864,106.71698589378349,106.80185292848957,106.80185292848957,106.80185292848957,106.80185292848957,106.80185292848957,106.80185292848957,106.80185292848957,106.80185292848957,106.80185292848957,106.80185292848957
2006-03-24 00:00:00,105.04279613960449,105.04279613960449,105.2122693394198,105.64715633166193,106.51693031614613,106.59132999783559,106.59132999783559,106.59132999783559,106.59132999783559,106.59132999783559,106.59132999783559,106.59132999783559,106.59132999783559,106.59132999783559,106.59132999783559
2006-03-27 00:00:00,105.10719806349087,105.10719806349087,105.2452765519029,105.59960123913537,106.30825061360028,106.36886784155853,106.36886784155853,106.36886784155853,106.36886784155853,106.36886784155853,106.36886784155853,106.36886784155853,106.36886784155853,106.36886784155853,106.36886784155853
2006-03-28 00:00:00,105.17346974527143,105.17346974527143,105.28524133168115,105.57205959607232,106.14569612485465,106.194764475838,106.194764475838,106.194764475838,106.194764475838,106.194764475838,106.194764475838,106.194764475838,106.194764475838,106.194764475838,106.194764475838
2006-03-29 00:00:00,105.30184186626387,105.30184186626387,105.45766050808362,105.85750839288238,106.65720416247994,106.72560941691134,106.72560941691134,106.72560941691134,106.72560941691134,106.72560941691134,106.72560941691134,106.72560941691134,106.72560941691134,106.72560941691134,106.72560941691134
2006-03-30 00:00:00,105.46826578590294,105.46826578590294,105.63906827675139,106.0773663769435,106.95396257732773,107.02894582520842,107.02894582520842,107.02894582520842,107.02894582520842,107.02894582520842,107.02894582520842,107.02894582520842,107.02894582520842,107.02894582520842,107.02894582520842
2006-03-31 00:00:00,105.56154929931668,105.56154929931668,105.72408833336732,106.14118148861102,106.97536779909846,107.04672334327097,107.04672334327097,107.04672334327097,107.04672334327097,107.04672334327097,107.04672334327097,107.04672334327097,107.04672334327097,107.04672334327097,107.04672334327097
2006-04-03 00:00:00,105.66501587773169,105.66501587773172,105.84243054350559,106.2976962165566,107.20822756265869,107.2861135922787,107.2861135922787,107.2861135922787,107.2861135922787,107.28611359227871,107.2861135922787,107.2861135922787,107.2861135922787,107.2861135922787,107.2861135922787
2006-04-04 00:00:00,105.73396010841562,105.730957222168,105.94334408265507,106.438770529024,107.34826811634342,107.47935150978964,107.40129085353679,107.28410345730775,107.16691606107874,107.1410943226376,107.19472448069902,107.24835463876045,107.46397208184226,107.540666008894,107.55225011069834
2006-04-05 00:00:00,105.80865577937753,105.82166612129718,106.06835419175724,106.6008689466035,107.61516959054262,107.82428465286586,107.63491363291674,107.42221566197617,107.20951769103559,107.15202733990067,107.22950607938233,107.30698481886398,107.65827679088798,107.91657801221561,108.19741005352233
2006-04-06 00:00:00,105.87284503551972,105.87934502972278,106.12378656785376,106.65470650854753,107.48013829406514,107.60888177649899,107.31117861584644,106.9288286070125,106.5464785981786,106.45274675707097,106.60999828702602,106.76724981698104,107.46333798957617,107.93192890002985,108.58596804564934
2006-04-07 00:00:00,105.88407365749894,105.8648013250546,106.04788499066754,106.51245870365801,107.224425247377,107.29435326046422,107.03092915717423,106.64967513858466,106.26842111999507,106.18466007952262,106.35959997635953,106.53453987319642,107.26472846990947,107.62875823025544,108.24771710937257
2006-04-10 00:00:00,105.93301596891516,105.88763612298233,105.9351750155149,106.24947180723657,106.79919550253061,106.75620254383117,106.5145207165375,106.11173813844783,105.70895556035815,105.62998747475885,105.8326096076979,106.03523174063693,106.8330456503732,107.06754142345976,107.19880922170759
2006-04-11 00:00:00,106.0013539618391,105.97539553783074,105.96759873324771,106.21698255841848,106.75542949159575,106.66578873875609,106.43727922591995,106.03554859552321,105.63381796512647,105.55992838225498,105.7711305243044,105.98233266635381,106.80401091060143,106.99877538679746,106.70706724032694
2006-04-12 00:00:00,106.06824104441198,106.04514113688761,106.06581684525806,106.34727464402835,106.92134564622249,106.73568133401609,106.31504132690817,105.65295401237233,104.9908666978365,104.85613443626045,105.17999197858163,105.50384952090279,106.72354855404757,106.88912246982844,106.62944847441916
2006-04-13 00:00:00,106.1303806100237,106.09953900111246,106.13445353041615,106.43314203213755,107.06798026870202,106.89753123780487,106.32350125357891,105.61137988782056,104.89925852206223,104.74575905536771,105.07803915161954,105.41031924787137,106.58247773212427,106.4731745755492,106.092039174482
2006-04-17 00:00:00,106.19495977427003,106.16073189899242,106.20560516199174,106.5161476522633,107.20510484100495,107.06238081671414,106.52691214049463,105.82459897385883,105.12228580722304,104.96526815399643,105.282441392005,105.59961463001355,106.68256619513394,106.45425285486844,106.10954649418274
2006-04-18 00:00:00,106.26912178390492,106.26412563137794,106.39252877750161,106.79432328548526,107.83388517872685,107.92626572509657,107.3196031022454,106.45806117683259,105.59651925141974,105.3374812686724,105.60238282791575,105.86728438715913,106.77636782010094,106.6095617426168,106.54356514493499
2006-04-19 00:00:00,106.35235774638905,106.3731685010956,106.52230188712929,106.94462981996602,108.00842243818832,108.11229539023283,107.47699567920849,106.57646998520278,105.6759442911971,105.40786273005052,105.68975680531061,105.97165088057066,106.97212747030339,106.90639944075157,106.75083283266399
2006-04-20 00:00:00,106.4034521983389,106.40800616613471,106.52598211153747,106.91511644150661,107.74674061533435,107.76278993427434,107.21477264299425,106.38515001174929,105.55552738050429,105.33310721171318,105.63871243420218,105.94431765669117,107.01722646562249,106.9061064747695,106.76054027976005
2006-04-24 00:00:00,106.4622698346771,106.45068814096423,106.5083108779119,106.83117315265054,107.50393108067911,107.38254623087596,106.74991912287351,106.04982929707003,105.34973947126655,105.19972119160812,105.52804705800523,105.85637292440234,106.98660684171372,106.79001608324738,106.65284545999776
2006-04-25 00:00:00,106.51867126708734,106.49427170205658,106.53244271820441,106.8349674695335,107.48688731511517,107.36498812241453,106.69834484902896,106.04986642238852,105.40138799574805,105.27434390018777,105.60074092800966,105.92713795583151,107.05665087990576,106.8847958263612,106.83386949584155
2006-04-26 00:00:00,106.58726795555074,106.57620590429595,106.61267685287663,106.91180886710775,107.61369155894313,107.51596131058457,106.83139497253069,106.15918763154909,105.48698029056749,105.3486269646566,105.67451496289154,106.00040296112647,107.20334907288381,107.28994937964745,107.16022735863538
2006-04-27 00:00:00,106.61289783954007,106.57753387348947,106.61305869600491,106.91415284869444,107.57026729770588,107.49611439601989,106.780666193061,106.10513359605717,105.42960099905335,105.29705547912607,105.63669342610159,105.9763313730771,107.23544171257885,107.33904182553233,107.05112881307753
2006-04-28 00:00:00,106.66833098533652,106.6329768545911,106.67326300474696,106.97988446967638,107.67922432309388,107.5947473940202,106.876088802493,106.1991394644655,105.522190126438,105.38770454705558,105.72494735503226,106.06219016300892,107.30594092234793,107.39186520779907,107.26202667869086
2006-05-02 00:00:00,106.72309341808733,106.6858724255768,106.74268441174561,107.06839169123631,107.79160792917565,107.7267713053843,106.98633649430303,106.29596002361376,105.60558355292449,105.45869778269785,105.78443343203719,106.11016908137651,107.31447730003623,107.40859211259725,107.30355680549856
2006-05-03 00:00:00,106.77584115763494,106.73463391910134,106.77481180282525,107.0822851989155,107.77020070560359,107.65280927680931,106.93071294629485,106.23411152644451,105.53751010659414,105.37735150364823,105.68368545600364,105.99001940835905,107.12940718020982,107.24344745798813,107.19782692629418
2006-05-04 00:00:00,106.82915463429762,106.77769517520314,106.8187982381325,107.12870226817671,107.7841159282532,107.69526185095744,106.96889719687397,106.24844444302931,105.52799168918467,105.3747881524008,105.71486652455614,106.05494489671148,107.27104381740031,107.22845054462253,107.1828363684659
2006-05-05 00:00:00,106.88473309817056,106.83947221448462,106.86003503007683,107.14604008926102,107.79423195104431,107.74810810358096,106.96538437108124,106.17426917886088,105.38315398664054,105.22269553610063,105.61065840032863,105.9986212645566,107.38417120062557,107.32459894022755,107.1375235291333
2006-05-08 00:00:00,106.93572214289684,106.87589885516462,106.88235004911621,107.1542689057116,107.70792197561624,107.59461613640677,106.7743326650514,105.98953623441747,105.20473980378355,105.04034409419604,105.4154510278573,105.79055796151856,107.15199306435856,107.16924243920397,106.96555171396602
2006-05-09 00:00:00,106.9915182247733,106.92971420701724,106.93821065639318,107.21282355152599,107.84783039501984,107.75820419924946,106.68182096835363,105.5061171318796,104.33041329540556,104.07858231308597,104.6301544054782,105.18172649787037,107.1988007706924,107.28544968877804,107.22912643010531
2006-05-10 00:00:00,107.04245275469401,106.97394993096967,106.98127739912023,107.25550763181519,107.89445939683633,107.81826943701928,106.66530226575787,105.23402175756095,103.80274124936403,103.4812533104773,104.12484488276655,104.76843645505579,107.12979042199557,107.25659360490134,107.15527903300509
2006-05-11 00:00:00,107.08928523666013,106.99987049828728,106.97367639657332,107.21259333949996,107.70723100085252,107.52886847088537,106.4176866694651,104.96775310491932,103.51781954037352,103.16897829075114,103.77765078057143,104.38632327039167,106.59670987126758,106.64254749525624,106.6935202556687
2006-05-12 00:00:00,107.13629088531513,107.0249149558501,106.97783165681503,107.19587802647311,107.56466331530999,107.27145433437661,106.0103700700421,104.47551505018365,102.94066003032518,102.53671466933957,103.11621231468766,103.69570996003574,105.82652373187058,105.94902458693687,105.64071527370797
2006-05-15 00:00:00,107.18797314776789,107.0654547338736,106.98598902366842,107.1688296024675,107.51750095433763,107.19606472622574,105.87349020410949,104.27181909108302,102.67014797805656,102.23447854682544,102.81276826815632,103.39105798948722,105.48079521990186,105.480166122976,105.29292293261936
2006-05-16 00:00:00,107.24594390247493,107.13690381125926,107.08355343436159,107.2944765880488,107.69151478380454,107.55929331012493,106.1649743059458,104.5201863830947,102.8753984602436,102.38560008753761,102.90018467908249,103.41476927062736,105.21433031401938,105.0080293367785,104.90893702731881
2006-05-17 00:00:00,107.29308517511544,107.16380699778232,107.05358164954478,107.20264770089847,107.49708358640096,107.1682943039623,105.74893447122284,104.11646985738207,102.48400524354132,101.93670920248198,102.33307955884163,102.72944991520131,104.1083332262168,103.90705455201528,103.34853734383375
2006-05-18 00:00:00,107.34343302352632,107.20562943634343,107.07702368929135,107.20642654307103,107.46503238598106,107.02507885458091,105.62553080386125,103.89571398764741,102.16589717143356,101.49624976020046,101.74852938237542,102.00080900455038,102.91822343845259,102.91498667769476,102.18717997330812
2006-05-19 00:00:00,107.38889288212634,107.22998924986081,107.06089639096903,107.1471128904281,107.12566172694623,106.46640867415971,105.01519397110422,103.33830348612942,101.66141300115466,100.95689528600741,101.09795634236802,101.2390173987286,101.64396870243544,101.24679420593908,100.26451767153343
2006-05-22 00:00:00,107.4205631813239,107.1907362732644,106.91660863484178,106.89255978713031,106.03955316139212,104.9984029406494,103.39043843998269,101.7161048767669,100.04177131355114,99.22431354626323,99.15199797684264,99.07968240742198,98.6045589318486,97.83351988519036,97.03987762071698
2006-05-23 00:00:00,107.4563694734559,107.1914742177506,106.72715113269271,106.49196421890281,105.73294704355439,104.76404691018416,103.07881577717646,101.31074177111084,99.54266776504522,98.68903777417167,98.6306115065739,98.57218523897613,98.04291504025372,96.9383519870724,96.94572795645635
2006-05-24 00:00:00,107.38126056918371,106.79769515578515,105.92125939353178,105.25789876960053,104.28999777761005,103.17363066170628,101.16966292534624,99.05741046969425,96.94515801404225,95.88692663429984,95.74527567943828,95.60362472457672,94.74620641609268,93.54591094092603,93.56025538478033
2006-05-25 00:00:00,107.49375327635508,107.11096078623792,106.55421261843024,106.22880809086118,105.901961094363,104.98464904188081,103.12203385449601,100.90136383178941,98.68069380908278,97.66420320580305,97.69487124964866,97.72553929349428,97.5322623652602,96.4840717569577,96.68053039264377
2006-05-26 00:00:00,107.5743844574503,107.25129113678605,106.83600410002222,106.66378333890266,106.63781473385293,106.03836093273486,104.32005291830237,102.40518888071028,100.4903248431182,99.53951447103245,99.4270485481554,99.31458262527832,98.61304149788772,97.59740302934877,97.8755327465735
2006-05-29 00:00:00,107.59332148249885,107.23601305975191,106.81003019184911,106.62992046381856,106.39064713874929,105.58718082740268,104.0957175009211,102.46430405279663,100.83289060467217,99.95306174830051,99.72681348930742,99.50056523031436,98.44516925755372,97.62069371295838,97.71361998425604
2006-05-30 00:00:00,107.62188642790379,107.19631445510497,106.70888154394139,106.46756026951803,105.47741933386152,104.44711234842109,103.05486461394325,101.447882889784,99.84090116562476,99.03903845371786,98.93731005904279,98.8355816643677,98.08131084609514,96.7450152227959,96.93662931766197
2006-05-31 00:00:00,107.67448773843009,107.26556927924554,106.75508153851843,106.48572599507705,105.52777523250369,104.4543070074557,102.94316409732053,101.32498291900923,99.70680174069797,98.91005303240225,98.82762488143321,98.74519673046412,98.05975158317733,96.72226139169722,96.96431141420015
2006-06-01 00:00:00,107.7358169667344,107.34964972628103,106.89537700532445,106.68708434665939,105.98398104451964,105.05813418323079,103.3639444393034,101.84170183085482,100.31945922240622,99.52730066863262,99.3700257697757,99.21275087091874,98.27628431907286,97.01503342991697,97.52477129081741
